annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
20233022;VENDREDI;17/03/2023;3;17/05/2023;37;5;26;15;49;8;11;-5-15-26-37-49-;-8-11-;0;0;0;2;7;103234,9;3;10;16889,3;7;31;1696,9;143;741;130,7;297;1409;72,7;408;1816;39,6;4520;21143;17;7190;33206;12;17349;77603;9,6;23773;112699;8;104696;478919;5,9;258781;1136779;4;1;1561,9;5;249,9;62;25,1;166;9,4;2242;1,7;3393;3;11685;4,2;19315;11,8;48509;2,6;439132;2,5;QJ 547 2111;;
20233021;MARDI   ;14/03/2023;2;14/05/2023;26;46;28;31;16;12;11;-16-26-28-31-46-;-11-12-;0;0;0;2;3;176354;2;6;20608,4;7;27;1426,4;113;472;150,3;187;890;84,2;316;1289;40,8;2568;12806;20,5;4502;21120;13,9;13388;59941;9,1;13898;68655;9,6;63778;299524;6,9;194574;853081;3,9;1;1156,9;3;308,5;50;23,1;99;11,6;1316;2,1;2207;3,5;7145;5,1;12008;14;31197;3;294467;2,8;BO 892 9850;;
20233020;VENDREDI;10/03/2023;1;10/05/2023;9;16;48;37;38;7;2;-9-16-37-38-48-;-2-7-;0;0;0;0;4;179080,6;1;3;55805,4;9;35;1489,8;142;620;154,9;459;1879;54;290;1395;51,1;7461;29236;12,2;7063;30605;13;14313;64889;11,4;46252;172837;5,1;112287;481535;5,8;221651;993900;4,5;0;0;3;975,2;72;22,5;201;8;3395;1,1;3265;3,3;20267;2,5;35935;6,6;52108;2,5;533941;2,2;JS 582 4093;;
20233019;MARDI   ;07/03/2023;3;07/05/2023;50;24;35;13;11;6;11;-11-13-24-35-50-;-6-11-;0;1;144966361;0;5;186010,4;4;11;19760,7;11;52;1302;213;1066;116,9;500;2235;58,9;465;2142;43,2;8004;32721;14,1;10663;44979;11,4;24108;103188;9,3;40424;164414;7;157114;655921;5,5;365717;1519654;3,8;0;0;5;758,1;81;25,9;244;8,6;3628;1,4;4854;2,9;18204;3,6;29284;10,4;70340;2,4;585412;2,6;KL 200 9176;;
20233018;VENDREDI;03/03/2023;Super Jackpot et tirages suivants;03/05/2023;24;3;8;50;6;10;11;-3-6-8-24-50-;-10-11-;0;0;0;4;9;150850,4;8;23;13795,9;18;71;1392;447;1574;115,6;721;2768;69,5;1287;4170;32,4;9100;38046;17,7;16995;63197;11,9;48244;175575;7,9;47370;197887;8,5;233011;887391;6;648422;2391851;3,6;1;3350,9;10;268;197;17;326;10,2;4393;1,9;7791;2,8;22571;4,6;36962;13,2;107895;2,5;889964;2,7;VB 581 8468;;
20233017;MARDI   ;28/02/2023;1;30/04/2023;29;33;12;37;47;10;5;-12-29-33-37-47-;-5-10-;0;0;0;2;5;104365,1;1;10;12195,9;7;29;1309,9;104;522;134;248;1167;63,3;239;1123;46,2;3464;16880;15,3;5125;23943;12,1;12803;55554;9,7;18550;89949;7,2;74690;345266;5,9;176557;795288;4,1;1;1113,1;1;890,5;45;24,7;119;9,3;1619;1,7;2343;3,1;8685;4;15280;10,6;34478;2,6;318852;2,5;KE 116 4078;;
20233016;VENDREDI;24/02/2023;7;26/04/2023;42;34;7;23;48;1;3;-7-23-34-42-48-;-1-3-;1;1;102242065;0;2;446486,9;2;11;18972,9;15;65;1000;307;1295;92,4;437;1942;65,1;667;2780;31,9;6470;29277;15,1;10923;48033;10,3;23313;103245;8,9;36215;158336;7;148107;653739;5,3;318931;1414630;4;0;0;6;565,4;126;14,9;191;9,8;2832;1,6;4676;2,7;15708;3,7;26633;10,3;64898;2,3;569371;2,4;VC 786 7371;;
20233015;MARDI   ;21/02/2023;6;23/04/2023;49;41;22;34;21;2;7;-21-22-34-41-49-;-2-7-;0;0;0;1;2;305559,4;0;3;47609,5;8;37;1202,3;134;591;138,6;334;1597;54,2;286;1240;49;5667;24718;12,3;5719;27372;12,4;11435;57167;11;34504;145813;5,2;88009;418022;5,7;173142;861278;4,5;0;0;2;1088,6;73;16,5;141;8,5;2406;1,2;2491;3,2;14756;2,5;26465;6,6;38843;2,5;403356;2,1;AE 744 7635;;
20233014;VENDREDI;17/02/2023;5;19/04/2023;42;27;45;23;8;1;9;-8-23-27-42-45-;-1-9-;0;0;0;0;2;389007,5;3;10;18183,4;8;38;1490,4;196;915;114;439;1931;57,1;438;2131;36,3;6174;28368;13,6;8381;39444;10,9;21432;95550;8,4;32262;146242;6,6;117785;553040;5,5;288121;1322109;3,7;0;0;2;1410,8;87;18;194;8;2521;1,5;3706;2,8;13636;3,6;22679;10;52131;2,4;438611;2,5;BQ 304 7323;;
20233013;MARDI   ;14/02/2023;4;16/04/2023;43;24;46;26;38;2;3;-24-26-38-43-46-;-2-3-;0;0;0;0;4;147832,9;1;2;69102;2;21;2049,8;134;611;129,7;238;1078;77,7;222;1144;51,4;3486;16539;17,8;5734;25640;12,8;11495;53177;11,5;20625;95339;7,7;87310;392777;5,9;175593;803215;4,6;0;0;1;2311,4;66;19,4;110;11,6;1708;1,8;2687;3,2;9670;4,1;19357;9,6;40270;2,6;438674;2,1;JF 732 7313;;
20233012;VENDREDI;10/02/2023;3;12/04/2023;3;13;36;25;47;3;8;-3-13-25-36-47-;-3-8-;0;0;0;4;12;62801,6;4;17;10360,7;15;83;660,9;218;1151;87,8;531;3184;33,5;394;2099;35,7;7522;35034;10,7;8959;41898;9,9;17388;82058;9,5;38193;176046;5,3;130653;592301;5;252933;1160251;4,1;1;1604,8;8;160,4;88;18,2;242;6,6;3247;1,2;4033;2,6;16845;3;26667;8,7;59341;2,2;491427;2,3;QO 520 2312;;
20233011;MARDI   ;07/02/2023;2;09/04/2023;8;47;34;44;2;9;3;-2-8-34-44-47-;-3-9-;0;0;0;0;5;109249,2;2;6;21277,7;5;19;2092,8;96;447;163,8;270;1268;61;221;1050;51,8;4445;20488;13,2;4666;22536;13,4;10450;49757;11,3;27257;121583;5,6;76600;361349;5,9;169407;778049;4,4;0;0;3;697,5;46;25,2;126;9,2;1993;1,4;2164;3,5;12277;2,9;23192;7,3;35597;2,6;369152;2,2;SL 643 1128;;
20233010;VENDREDI;03/02/2023;1;05/04/2023;14;32;45;2;17;10;3;-2-14-17-32-45-;-3-10-;0;0;0;4;7;200626,3;9;30;10940,9;35;97;1053,9;448;1623;116;1150;3561;55,9;1134;4033;34,6;15419;49800;14;20313;68391;11,4;46559;159540;9,1;82154;261401;6,7;288200;969875;5,7;664455;2249589;3,9;3;1274,6;16;191,1;187;20,4;466;8,2;6675;1,4;8857;2,8;35979;3,3;60724;9,1;126440;2,4;1119229;2,4;QL 526 5035;F CML 21693,F FVZ 36692,F RZV 25376,F DTM 35909,F RBK 82158,F HPZ 43160,F NLT 01414,F FHH 93009,F GJD 05394,F BZT 94515,F DDH 55659,F QQT 17993,F QHQ 41129,F CXG 67833,F VTG 10597,F PVL 38712,F NXG 68102,F LHQ 26491,F CMN 51796,F SGQ 57281,F TJN 25674,F TVF 64785,F FWC 29113,F LKT 11445,F NQW 38044,B NCB 05332,B NFH 28768,B NDX 51433,B NDB 78859,B NDK 93982,B NCH 41130,E BBJ 35559,E BBL 14679,E BDW 87292,E BBX 76080,E BBJ 37625,E BDQ 56709,E BBB 78253,E BBB 90909,E BBZ 12903,E BFM 34831,E BFJ 08175,E BBX 31108,E BBZ 08058,E BCW 45960,E BDJ 61000,E BBG 04302,E BCM 25219,H GHR 94826,J GJC 18719,X GHR 29219,X GHS 15058,X GHJ 98325,J FGZ 13141,X GHZ 95924,M GHQ 51755,J GHW 68331,J GHW 95763,X GHX 51373,V GHX 98305,Z GHK 95993,V GHX 17537,J GHT 17331,J GHM 64419,V GHJ 21088,Z GHZ 98751,M GHP 03745,X GHK 29974,Z GHQ 90252,Z FGX 28998,X FHF 13164,V GHQ 07766,M GHW 63274,H GHT 74423,M FHF 58226,J FHD 07976,X GHT 17227,T FGZ 38214,P BLD 03754,P BQF 20128,P BLR 06967,P BFF 00676,P BFR 16971,P BHS 37662,P BQL 05351,P BKK 14253,P BRD 24811,P BNB 35077,P BJG 05934,I NTZ 21276,I NVF 65558,I NVD 35065,A MDK 11832,O GHW 46300,W XRR 87900,O LKX 09020,S BBZ 19730,S BCJ 24768,S BCN 33015,R LSF 88972,;
20233009;MARDI   ;31/01/2023;5;02/04/2023;7;12;33;43;19;3;7;-7-12-19-33-43-;-3-7-;0;1;66081021;1;3;202795;4;5;28437,9;14;99;447,3;231;972;83,9;858;3897;22,1;377;1722;35,1;10824;47231;6,4;10115;42115;8;16652;74951;8,3;45468;199918;3,8;126696;544979;4,4;218197;1000376;3,8;0;0;10;220,3;100;12,2;391;3,1;4600;0,6;4543;1,8;19535;1,9;25486;7;55682;1,8;365941;2,4;PB 840 6401;;
20233008;VENDREDI;27/01/2023;4;29/03/2023;15;19;31;8;9;12;10;-8-9-15-19-31-;-10-12-;0;0;0;2;4;186490,5;5;13;13411;12;33;1645,5;205;797;125,5;318;1505;70,2;651;2624;28,3;4035;20087;18,4;7405;33629;12,3;26116;111310;6,9;19954;101419;9,2;100182;465139;6,3;332661;1474197;3,2;2;734,2;6;195,8;98;14,9;155;9,4;1962;1,8;3486;2,8;9646;4,7;15852;13,5;47263;2,5;354882;3;UF 710 0564;;
20233007;MARDI   ;24/01/2023;3;26/03/2023;11;27;47;41;43;7;11;-11-27-41-43-47-;-7-11-;0;0;0;1;2;263096,4;0;4;30744,9;6;34;1126,6;94;496;142,2;277;1315;56,7;206;1076;48,7;3652;19025;13,7;4817;24315;12;9986;50173;10,8;19765;98362;6,7;73046;360151;5,7;149405;748772;4,4;0;0;1;1842,5;37;27,6;120;8,5;1777;1,4;2179;3,1;9146;3,5;14973;9,9;33073;2,5;314590;2,3;FU 933 3436;;
20233006;VENDREDI;20/01/2023;2;22/03/2023;40;6;13;42;3;7;11;-3-6-13-40-42-;-7-11-;0;0;0;1;4;170372,2;0;8;19909,4;7;36;1378;155;726;125,8;324;1649;58,5;345;1588;42,7;5114;24580;13,8;7577;34871;10,8;17139;78980;8,9;26271;127330;6,7;110890;506287;5,3;243254;1128008;3,8;0;0;3;816,1;76;17,8;151;9;2389;1,4;3351;2,7;11992;3,5;19527;10,1;49343;2,2;403564;2,4;MO 149 0237;;
20233005;MARDI   ;17/01/2023;1;19/03/2023;18;46;30;50;21;2;6;-18-21-30-46-50-;-2-6-;0;0;0;3;6;82263,6;2;3;38452,7;12;30;1197,7;91;415;159,4;253;1174;59,6;181;962;51,1;4066;18805;13;4264;21186;12,9;9162;46272;11;23699;107208;5,7;69051;330237;5,8;145818;717298;4,3;1;1005,1;6;134;54;18,6;115;8,7;1757;1,4;1997;3,3;10376;3;18477;7,9;31243;2,6;318804;2,2;PM 861 1466;;
20233004;VENDREDI;13/01/2023;5;15/03/2023;13;4;33;25;37;10;5;-4-13-25-33-37-;-5-10-;0;1;68825114;4;5;182354,4;4;11;19372,3;15;66;1005,6;313;1124;108,7;590;2343;55,1;780;2818;32,2;7954;31940;14,2;12869;48995;10,3;31293;116575;8;40866;163100;7;172051;667206;5,3;416755;1566569;3,6;2;1103,9;7;252,3;134;16,4;240;9,1;3554;1,5;5413;2,7;18428;3,7;29403;10,9;74585;2,4;612616;2,6;JN 226 6277;;
20233003;MARDI   ;10/01/2023;4;12/03/2023;42;11;34;13;40;10;3;-11-13-34-40-42-;-3-10-;0;0;0;0;0;0;1;5;145098,9;6;28;1528,8;107;552;142,8;314;1334;62,4;264;1342;43,6;3965;19941;14,6;5110;25943;12,5;11507;59495;10,2;21659;105242;7;77183;398664;5,8;177084;911043;4,1;0;0;2;990,3;51;21,5;149;7,3;1879;1,4;2325;3,1;10133;3,4;16861;9,5;35191;2,5;320808;2,4;CQ 491 0323;;
20233002;VENDREDI;06/01/2023;3;08/03/2023;44;16;35;45;31;12;4;-16-31-35-44-45-;-4-12-;0;0;0;1;2;342205,3;0;0;0;4;21;9989,5;100;535;171,5;251;1290;75,2;263;1362;50;3342;17414;19,5;5037;25411;14,9;12925;63472;11,1;19229;94055;9,1;81363;390026;6,9;208824;986599;4,4;1;1426,4;1;1141,1;45;31,6;121;11,7;1662;2,1;2334;4;9363;4,7;16411;12,6;37861;3,1;400552;2,5;PJ 372 0439;;
20233001;MARDI   ;03/01/2023;2;05/03/2023;20;29;21;46;45;10;3;-20-21-29-45-46-;-3-10-;0;0;0;0;2;260515,8;0;5;24354,7;3;21;1806,1;86;400;174,6;200;923;80;170;903;57,4;3400;15877;16,3;4093;20261;14,2;9115;46476;11,5;19782;90728;7,1;68817;331619;6,2;157146;755050;4,3;0;0;2;942;50;20,9;104;10;1557;1,6;1899;3,6;9176;3,5;15961;9,5;31945;2,7;309233;2,4;NP 521 2967;;
20222104;VENDREDI;30/12/2022;1;01/03/2023;48;42;17;34;47;1;9;-17-34-42-47-48-;-1-9-;0;0;0;0;4;177017,3;1;7;23641;13;45;1145,4;119;575;165,1;270;1466;68,4;293;1419;49,7;4311;21194;16,6;5688;29331;13,4;13668;68285;10,7;25866;123442;7,1;84762;434802;6,4;201155;1011708;4,4;0;0;6;421,2;63;22,2;117;12;1885;1,8;2546;3,6;11382;3,8;22206;9,2;39014;2,9;426018;2,3;HJ 777 0024;;
20222103;MARDI   ;27/12/2022;2;26/02/2023;33;31;19;34;43;5;3;-19-31-33-34-43-;-3-5-;0;1;26956990;0;2;259877,4;1;1;121475,2;8;32;1182,3;115;518;134,5;255;1355;54,3;216;1015;51;3982;20900;12,3;4819;24579;11,7;9984;48772;11;24782;120871;5,3;72780;363093;5,6;147942;715483;4,6;0;0;3;626,5;57;18,3;118;8,8;1676;1,5;2162;3,2;10706;3;19324;7,8;32680;2,6;336829;2,2;DZ 394 5017;;
20222102;VENDREDI;23/12/2022;1;22/02/2023;16;17;26;23;35;5;11;-16-17-23-26-35-;-5-11-;0;0;0;1;2;363954,6;3;10;17012,4;6;34;1558,5;140;806;121,1;335;1846;55,8;372;1817;39,9;4526;25410;14,2;7618;39914;10,1;18222;88854;8,4;23912;130022;7;108701;548914;5,2;261110;1237331;3,7;0;0;5;518,7;65;22,1;174;8,2;2174;1,6;3325;2,9;11188;4;18013;11,6;48589;2,4;393913;2,6;VM 500 1739;;
20222101;MARDI   ;20/12/2022;4;19/02/2023;1;20;11;17;27;4;5;-1-11-17-20-27-;-4-5-;0;1;51605931;2;7;81968,4;6;9;14900,1;15;52;803,2;292;1077;71,4;416;1916;42,4;545;2197;26;4991;23778;12;9799;40581;7,8;20650;84067;7;22640;111476;6,4;110278;512306;4,4;227658;1034823;3,5;2;553,1;5;177;129;8,5;183;6;2140;1,2;4236;1,7;9526;3,6;14057;11,4;47567;1,9;309703;2,5;ET 088 9165;;
20222100;VENDREDI;16/12/2022;3;15/02/2023;2;15;44;35;19;7;2;-2-15-19-35-44-;-2-7-;0;0;0;1;2;354267,1;1;4;41399;25;55;937,8;188;810;117,3;661;2454;40,9;330;1565;45,1;9169;35975;9,8;8403;37644;10,4;15144;72341;10,1;45523;180570;4,9;124205;553257;5;225978;1067805;4,2;0;0;7;373,9;86;16,9;286;5;3892;0,9;3713;2,6;18934;2,4;29695;7,1;55078;2,1;459854;2,2;LY 901 6311;;
20222099;MARDI   ;13/12/2022;2;12/02/2023;30;3;12;26;9;10;11;-3-9-12-26-30-;-10-11-;0;0;0;1;4;131029;5;17;7205,5;6;23;1658,8;216;780;90,1;264;1068;69,5;787;2764;18,8;2869;14135;18,4;7129;28374;10,2;24513;92344;5,8;14099;71516;9,1;80959;353831;5,8;256947;1065206;3,1;0;0;3;660,8;99;11,1;111;9,9;1381;1,9;3268;2,2;6833;5;10946;14,6;38388;2,3;273869;2,9;OG 732 2723;;
20222098;VENDREDI;09/12/2022;1;08/02/2023;8;46;31;27;50;3;1;-8-27-31-46-50-;-1-3-;0;0;0;0;2;343883;1;6;26790,3;9;35;1430,4;127;584;157,9;324;1422;68,5;285;1432;47,8;4839;21477;15,9;6125;29299;13;13828;64789;10,9;27739;121538;7;101267;452332;6;219712;999745;4,3;0;0;3;899,3;51;29,3;158;9,4;2208;1,6;2796;3,5;12347;3,8;21475;10,1;46021;2,6;462979;2,3;MH 156 7284;;
20222097;MARDI   ;06/12/2022;9;05/02/2023;20;25;27;26;12;8;12;-12-20-25-26-27-;-8-12-;0;1;142897164;1;5;160293,3;2;4;46828,9;10;61;956,4;199;902;119,1;379;1737;65,4;575;2335;34,1;5420;24294;16,4;10130;41422;10,7;26101;104275;7,9;27413;123593;8,1;136495;576321;5,4;349926;1447771;3,5;0;0;5;599,9;103;16,1;164;10,1;2548;1,6;4593;2,4;12835;4;18924;12,8;60792;2,2;434411;2,7;BF 128 8115;;
20222096;VENDREDI;02/12/2022;Super Jackpot et tirages suivants;01/02/2023;39;12;35;21;45;11;6;-12-21-35-39-45-;-6-11-;0;0;0;0;1;1174364,1;1;13;21112,9;17;62;1378,8;252;1122;140,3;625;2555;65,1;613;2779;42;9048;38067;15,3;12116;53798;12,1;28195;123299;9,8;48681;202760;7,2;180687;776392;5,9;426325;1820950;4;0;0;5;927,2;109;23,6;270;9,5;4190;1,5;5422;3,1;22010;3,6;36715;10,2;80876;2,6;737095;2,5;HR 390 6385;;
20222095;MARDI   ;29/11/2022;7;29/01/2023;20;38;35;15;24;12;8;-15-20-24-35-38-;-8-12-;0;0;0;0;1;614404,5;1;1;143596,4;4;24;1863,6;111;552;149,2;220;1051;82,8;262;1405;43,5;3002;16173;18,9;5028;25966;13,1;12350;64037;9,9;16914;86791;8,8;77276;389623;6,2;197888;972239;4;0;0;2;1066,9;63;18,8;102;11,6;1492;1,9;2288;3,4;8062;4,6;13784;12,5;35380;2,7;323865;2,6;TV 773 5123;;
20222094;VENDREDI;25/11/2022;6;25/01/2023;21;19;39;35;37;2;6;-19-21-35-37-39-;-2-6-;0;0;0;0;4;192883,5;2;10;18032;8;39;1440,1;167;812;127,4;412;1986;55;328;1687;45,5;6408;30221;12,7;7171;35846;11,9;14831;78160;10,2;35679;164651;5,8;108016;533344;5,7;224495;1156230;4,2;0;0;2;1329,4;77;19,1;180;8,2;2770;1,3;3132;3,1;15312;3;26521;8,1;47191;2,5;463286;2,3;GA 666 0427;;
20222093;MARDI   ;22/11/2022;5;22/01/2023;24;29;42;21;22;3;11;-21-22-24-29-42-;-3-11-;0;0;0;0;2;280000,8;1;3;43627,2;7;20;2038,3;110;503;149,2;261;1214;65,3;226;1170;47,6;3890;19094;14,6;5513;26626;11,6;12594;60413;9,5;20524;101554;6,9;85855;411289;5,3;196079;921198;3,8;0;0;1;1968,4;56;19,5;134;8,1;1774;1,5;2498;2,9;9528;3,6;14563;10,9;38454;2,3;308226;2,5;MU 402 1458;;
20222092;VENDREDI;18/11/2022;4;18/01/2023;41;13;35;19;16;11;1;-13-16-19-35-41-;-1-11-;0;0;0;0;3;245766,1;1;11;15665,3;6;33;1626,4;128;658;150,2;301;1424;73,3;347;1722;42,6;4294;21279;17,2;6214;30629;13,3;16100;78666;9,6;23474;114630;8;95883;463190;6,2;255088;1201485;3,9;0;0;3;885,2;56;26,3;137;10,7;1969;1,8;2849;3,4;11167;4,1;18246;11,8;43462;2,8;389379;2,7;HK 181 5153;;
20222091;MARDI   ;15/11/2022;3;15/01/2023;31;21;13;24;33;1;12;-13-21-24-31-33-;-1-12-;0;0;0;0;3;179655,8;2;6;20994,2;7;25;1569,4;136;595;121,4;273;1176;64,9;407;1932;27,7;3466;16057;16,7;5798;26062;11,4;17243;79418;7;17511;80918;8,3;74056;348245;6,1;219936;1026922;3,3;0;0;3;659,8;62;17,7;136;8;1729;1,5;2587;2,8;8710;3,9;13920;11,5;34765;2,6;275784;2,8;RT 647 3979;;
20222090;VENDREDI;11/11/2022;2;11/01/2023;25;2;19;44;24;2;10;-2-19-24-25-44-;-2-10-;0;0;0;1;3;230878,4;0;8;20235;10;35;1440,6;162;764;121,5;368;1607;61,1;363;1585;43,5;5226;23625;14,6;7634;35260;10,9;16534;78973;9;25415;117657;7,3;108026;509901;5,3;243392;1164650;3,7;1;1343,4;3;358,2;80;16,7;167;8;2434;1,3;3463;2,5;11761;3,5;17736;11;48762;2,2;363935;2,6;IG 959 4548;;
20222089;MARDI   ;08/11/2022;1;08/01/2023;50;32;33;5;3;1;8;-3-5-32-33-50-;-1-8-;0;0;0;0;3;173618,2;0;3;40577,4;2;15;2527,7;76;451;154,8;205;979;75,4;167;1108;46,8;3416;16606;15,6;4312;22369;12,9;9857;51701;10,4;20011;90609;7,2;71526;355759;5,7;165561;821545;4;0;0;1;1955,1;41;26,4;108;10;1592;1,7;2023;3,5;9181;3,7;15774;10;33405;2,6;316055;2,4;AA 807 8409;;
20222088;VENDREDI;04/11/2022;12;04/01/2023;11;2;37;47;45;2;3;-2-11-37-45-47-;-2-3-;1;1;160788895;0;2;572462;3;10;26758,7;9;51;1634,2;223;1100;139,5;435;2139;75,8;420;2259;50,4;6857;33996;16,7;10595;51290;12,4;21230;104682;11,3;39882;193417;7,4;168601;797170;5,6;328255;1616411;4,5;0;0;5;779;93;23,2;192;11,2;2985;1,8;4670;3,1;17246;3,9;31454;10;72509;2,4;703293;2,2;OX 399 4093;;
20222087;MARDI   ;01/11/2022;11;01/01/2023;42;48;19;37;47;6;1;-19-37-42-47-48-;-1-6-;0;0;0;0;2;370898,3;2;8;21671,2;5;25;2160;114;626;158,9;270;1347;78;269;1439;51,3;4392;22587;16,3;5393;28884;14,2;12917;70570;10,8;26296;126246;7,3;87781;446372;6,5;205808;1075611;4,3;0;0;1;2431,4;54;25;109;12,3;1955;1,7;2375;3,8;11584;3,6;21201;9,3;38324;2,9;413514;2,3;AE 147 7153;;
20222086;VENDREDI;28/10/2022;10;28/12/2022;28;35;21;16;14;11;1;-14-16-21-28-35-;-1-11-;0;0;0;1;1;948590,3;2;16;13856,3;13;73;945,9;390;2319;54,8;407;1966;68,4;1211;7431;12,7;5351;27405;17,2;9166;45029;11,7;26070;124632;7,8;28587;144772;8,2;126666;618311;6;344419;1628382;3,7;0;0;6;541,7;158;11,4;193;9,3;2358;1,9;3972;3;12986;4,3;21779;12,1;55349;2,6;479330;2,7;HB 963 3673;;
20222085;MARDI   ;25/10/2022;9;25/12/2022;24;7;46;34;39;6;1;-7-24-34-39-46-;-1-6-;0;0;0;0;2;357879,7;1;5;33456,9;8;32;1628,2;102;643;149,2;312;1407;72,1;254;1534;46,4;4593;22103;16,1;5949;29347;13,5;14014;72763;10,1;26936;122624;7,3;95474;453110;6,2;225010;1095415;4,1;0;0;2;1239,4;47;29,3;142;9,6;1993;1,7;2609;3,5;11735;3,6;20412;9,8;41618;2,7;407313;2,4;EQ 472 6266;;
20222084;VENDREDI;21/10/2022;8;21/12/2022;26;28;38;25;40;1;6;-25-26-28-38-40-;-1-6-;0;0;0;0;2;427941,3;1;11;18184,8;9;35;1780,1;183;829;138,4;341;1731;70;381;1865;45,7;5691;26235;16,2;7815;36432;13;17705;85805;10,3;33059;146703;7,3;122386;558724;6;281261;1324150;4,1;0;0;2;1549;81;21,2;143;12;2450;1,7;3397;3,3;14067;3,8;24799;10,1;52828;2,6;506373;2,4;QY 962 4703;;
20222083;MARDI   ;18/10/2022;7;18/12/2022;42;3;5;48;13;6;1;-3-5-13-42-48-;-1-6-;0;0;0;1;4;155132,3;1;5;29005,5;7;31;1457,1;133;595;139,8;296;1372;64,1;333;1504;41,1;4761;21352;14,4;6877;30673;11,2;16453;73614;8,7;24216;108701;7,1;102808;451977;5,4;235210;1064813;3,7;1;1243,3;4;248,6;64;19,4;139;8,9;2026;1,5;2964;2,8;10236;3,8;16809;10,7;44805;2,2;349069;2,5;JK 323 2687;;
20222082;VENDREDI;14/10/2022;6;14/12/2022;28;48;29;24;34;7;3;-24-28-29-34-48-;-3-7-;0;0;0;1;3;261311,7;1;4;45804,6;10;47;1214,2;159;684;153,6;461;2196;50,6;295;1505;51,8;8687;37816;10,3;7081;33592;12,9;13549;69182;11,7;54900;233505;4,2;117992;542207;5,7;225209;1099185;4,5;1;1560,1;4;312;75;20,8;203;7,6;3512;1,1;3213;3,2;22405;2,1;38550;5,9;51794;2,4;515820;2,1;VE 527 2435;;
20222081;MARDI   ;11/10/2022;5;11/12/2022;40;35;8;32;23;8;1;-8-23-32-35-40-;-1-8-;0;0;0;0;1;592272,5;0;5;27684,7;2;27;1596,8;138;677;117,3;240;1308;64,1;313;1654;35,6;3896;18717;15,7;5561;28746;11,4;12571;64639;9,4;22000;102097;7,2;79570;395850;5,9;180360;900105;4,1;0;0;1;2116,7;65;18;108;10,8;1784;1,6;2387;3,3;9715;3,8;16321;10,5;35457;2,7;339801;2,5;KX 470 3150;;
